exp_a,exp_b,trial_id,expertise_a,expertise_b,Shape,Length,Direction,Position,Duration
4,6,5,medium,medium,0.9918805626358448,0.6935601112851416,0.9899387975960056,0.9208841225313618,0.6726190476190477
4,16,5,medium,medium,0.9935373785900312,0.6744492523971498,0.9917602583359688,0.9363727039137218,0.6666666666666666
4,17,5,medium,medium,0.9929293564417588,0.7130587277338561,0.9897301739729384,0.9212748159665284,0.6666666666666666
4,19,5,medium,medium,0.991332940353325,0.6892660912634019,0.9892115338996074,0.8737015277322724,0.7
4,20,5,medium,medium,0.9930978062374264,0.7080488632854134,0.9913322388630216,0.8978229238063972,0.6809090909090909
4,24,5,medium,medium,0.9929837003905004,0.7608985091725303,0.9905248970514884,0.9259639253250768,0.6
4,25,5,medium,medium,0.9941587043985808,0.7277846845057505,0.9936629498039298,0.9036915544778084,0.7142857142857142
4,32,5,medium,medium,0.993291424743934,0.7642757390902459,0.990841015790224,0.943019473377737,0.6852134146341463
4,33,5,medium,medium,0.9907191146135352,0.6955148721074742,0.9874150742201808,0.912369498356739,0.6470588235294117
4,40,5,medium,medium,0.9910575946297094,0.6787941877781456,0.9883372329606228,0.9035549662142282,0.6666666666666667
4,42,5,medium,medium,0.9921549119903535,0.5981246577247173,0.9889910585844216,0.922295431594114,0.72
4,51,5,medium,medium,0.9935476970706528,0.6966180846907333,0.9915739964136412,0.9365675718870864,0.6944444444444445
4,53,5,medium,medium,0.992107369824392,0.7484147095989729,0.9897086452007144,0.8828489080077679,0.7
4,54,5,medium,medium,0.9879881372634948,0.7615532554837529,0.9827308952086452,0.911546485158442,0.5833333333333333
4,55,5,medium,medium,0.9929129274284552,0.685710561812483,0.9907674795432182,0.948723522740798,0.5555555555555556
4,57,5,medium,medium,0.9922279777894096,0.725438767572176,0.9893061843650148,0.939589375213074,0.72
4,61,5,medium,medium,0.9926855653162112,0.6909825089916524,0.992150793233765,0.9372246985584266,0.7119815668202765
4,62,5,medium,medium,0.9918271755514586,0.626179412102244,0.9910415632998726,0.909327345572945,0.7142857142857143
4,66,5,medium,medium,0.992927587450874,0.6793646836859912,0.990029471984352,0.9224962395046274,0.7142857142857142
4,70,5,medium,medium,0.9931380009325912,0.7375774663657699,0.9921162779203008,0.9022205467758408,0.7142857142857142
4,73,5,medium,medium,0.99120692166491,0.7115682930602751,0.988887058392245,0.939449153061467,0.7041245791245792
4,75,5,medium,medium,0.9907723924157996,0.7452992685725576,0.9867143806993188,0.9136874223420832,0.6428571428571428
4,81,5,medium,medium,0.992510045648945,0.7105573832350216,0.9890368136913262,0.9160047332512308,0.7
4,83,5,medium,medium,0.9922522019349068,0.7425973881242436,0.9897060552881496,0.9277649616401598,0.7073170731707317
4,84,5,medium,medium,0.9933144006254636,0.7608500727234964,0.9912545123470198,0.9266455452130145,0.7142857142857143
4,88,5,medium,medium,0.9910179842527927,0.6976078071653715,0.990147322216865,0.8856974788798018,0.6720430107526882
4,89,5,medium,medium,0.992473154247743,0.7483751929652187,0.9896255761045616,0.9247973649815984,0.6163419913419913
4,91,5,medium,medium,0.9925928662620808,0.6930323144509891,0.9904089678195376,0.9430040911692767,0.5208333333333334
4,97,5,medium,medium,0.9912048616222554,0.7534347920962886,0.9889852886947352,0.9461429710876856,0.7
4,105,5,medium,medium,0.9940940604149228,0.6925177749102704,0.9919072940807712,0.9030459133379054,0.6809090909090909
4,108,5,medium,medium,0.9936448409556664,0.6801395585233156,0.9930238194506602,0.9091107437212546,0.75
4,115,5,medium,medium,0.9911937678929054,0.7548010757210017,0.9876081821308912,0.915006260845148,0.653846153846154
4,117,5,medium,medium,0.9920962150651212,0.7279549589657368,0.9894661918339556,0.9304182716814848,0.6486486486486487
4,121,5,medium,medium,0.993164646932706,0.7007111791731979,0.9913020202829116,0.9338295524044188,0.6419413919413919
4,133,5,medium,medium,0.993009515435328,0.7532081075179748,0.9909092698500984,0.8990964943763621,0.6896551724137931
4,135,5,medium,medium,0.988754564534619,0.7405351803386652,0.9851753030062292,0.9416834850753548,0.7083333333333334
4,142,5,medium,medium,0.9931293307261284,0.6933945171574641,0.9911008689210048,0.9257513382971672,0.6899038461538461
4,143,5,medium,medium,0.9913887175257626,0.6433252267645819,0.9880666975351492,0.9251768000710352,0.575
4,145,5,medium,medium,0.9930780012480966,0.7556523282449824,0.9927423563729318,0.9144245151054144,0.7272727272727273
4,147,5,medium,medium,0.9919342953209744,0.6862533124262251,0.9894343631787949,0.9239640023275232,0.6899038461538461
4,151,5,medium,medium,0.9948399852947232,0.6810564417151013,0.9929759266540517,0.9110854905573712,0.6984848484848485
4,155,5,medium,medium,0.9916027543960012,0.7171806714066036,0.9882728308487644,0.9328918820432782,0.6818181818181819
