exp_a,exp_b,expertise_a,expertise_b,render_a,render_b,code_a,code_b,Shape,Direction,Length,Position,Duration
10,18,Intermediate,Intermediate,r1,r1,c1,c1,0.987264404049213,0.8795541976632284,0.9855216508504705,0.8147691642273278,0.7327935222672064
10,31,Intermediate,Intermediate,r1,r1,c1,c1,0.9865215809588709,0.9008835205314676,0.9843099595308761,0.8783306599843212,0.7616946308724832
10,32,Intermediate,Intermediate,r1,r1,c1,c1,0.9872558718063559,0.9101961805859303,0.9866669365184809,0.9526329927343865,0.7230046948356808
10,35,Intermediate,Intermediate,r1,r1,c1,c1,0.985317188820608,0.8094443018673929,0.9832154877950425,0.9395994708942874,0.7463414634146341
10,51,Intermediate,Intermediate,r1,r1,c1,c1,0.9872582993633228,0.9079950726367259,0.9825875467408074,0.9429992659040408,0.7142857142857143
10,53,Intermediate,Intermediate,r1,r1,c1,c1,0.9890017420355497,0.9283821074730911,0.9879039054289341,0.9570500641188002,0.7552848552476598
11,15,Intermediate,Intermediate,r1,r1,c3,c3,0.9834071742726703,0.6845360915645672,0.9748222654088573,0.8515209791693965,0.693459235375403
11,19,Intermediate,Intermediate,r1,r1,c3,c3,0.9839991539478657,0.7377721142326993,0.9784898299335496,0.9328961553391344,0.7304347826086957
11,20,Intermediate,Intermediate,r1,r1,c3,c3,0.9810267985410505,0.7883811044879374,0.9783810201935946,0.9264306332364542,0.7575757575757576
11,21,Intermediate,Intermediate,r1,r1,c3,c3,0.9822623282773317,0.723161952576239,0.9793789401478292,0.8744586957371598,0.726027397260274
11,22,Intermediate,Intermediate,r1,r1,c3,c3,0.9836639748262191,0.8496187713309996,0.9823852016878748,0.906026965407325,0.6981132075471699
11,23,Intermediate,Intermediate,r1,r1,c3,c3,0.9790884847806393,0.7643868499816494,0.9780308790802339,0.9103090719122752,0.7471264367816093
11,44,Intermediate,Intermediate,r1,r1,c3,c3,0.9793403192973172,0.8389008360365966,0.9765200412661866,0.8899660229229798,0.7179581398083368
11,45,Intermediate,Intermediate,r1,r1,c3,c3,0.9819673144260654,0.8468990442964568,0.979431653295268,0.8897286860559037,0.7035573122529644
12,13,Intermediate,Intermediate,r1,r1,c2,c2,0.9845101075563909,0.7305223968607837,0.9832567602958934,0.8934745993712947,0.7201646090534979
12,14,Intermediate,Intermediate,r1,r1,c2,c2,0.9856067813611513,0.8264357282074098,0.9828351118860578,0.8404501655330853,0.7029702970297029
12,17,Intermediate,Intermediate,r1,r1,c2,c2,0.9816532411011268,0.7378291448212543,0.9846801490724524,0.930563905360106,0.8016670082667214
12,34,Intermediate,Intermediate,r1,r1,c2,c2,0.9855106482997342,0.8116692431886698,0.9825079305854055,0.8727258030505198,0.6955028042798899
12,42,Intermediate,Intermediate,r1,r1,c2,c2,0.9879171250135564,0.8798798999313532,0.9871819221756231,0.9002489889212828,0.676810152529089
